row_id,categories
39088,Animals
39088,Children's Game
39088,Dice
371431,Civil War
371431,Medieval
371431,Political
371431,Wargame
370325,Card Game
370325,Fantasy
223742,Card Game
223742,Party Game
223742,Trivia
42142,Movies / TV / Radio theme
42142,Print & Play
42142,Science Fiction
393456,Industry / Manufacturing
393456,Movies / TV / Radio theme
17857,Economic
17857,Trains
17857,Transportation
280575,Ancient
280575,Religious
280575,Travel
453893,Animals
453893,Card Game
453893,Children's Game
28044,Card Game
28044,Civilization
28044,Print & Play
217353,Card Game
217353,Print & Play
217353,Puzzle
217353,Science Fiction
287952,Card Game
287952,Humor
287952,Mature / Adult
287952,Party Game
128412,Card Game
128412,Farming
128412,Negotiation
46782,Racing
46782,Science Fiction
222643,Bluffing
222643,Card Game
222643,Deduction
222643,Maze
222643,Print & Play
222643,Puzzle
390094,Card Game
390094,Number
416232,Abstract Strategy
416232,Puzzle
139508,City Building
139508,Political
139508,Renaissance
139508,Territory Building
332402,Vietnam War
332402,Wargame
155827,Adventure
155827,Exploration
155827,Fantasy
155827,Fighting
155827,Miniatures
13709,Wargame
13709,World War I
245431,Movies / TV / Radio theme
864,Collectible Components
864,Fantasy
864,Miniatures
864,Wargame
17997,Bluffing
17997,Card Game
17997,Humor
17997,Party Game
17997,Trivia
1927,Card Game
1927,Fantasy
1927,Fighting
1927,Humor
256883,Adventure
256883,Science Fiction
217020,Card Game
217020,Dice
217020,Print & Play
21930,Card Game
21930,Real-time
21930,Sports
282527,Adventure
282527,Dice
282527,Fighting
282527,Horror
282527,Miniatures
282527,Science Fiction
254239,Napoleonic
254239,Wargame
335271,Animals
335271,Arabian
335271,Card Game
13337,Card Game
265249,
43264,Card Game
43264,Space Exploration
342016,Children's Game
342016,Puzzle
342016,Video Game Theme
240744,Card Game
4920,Modern Warfare
4920,Wargame
220628,Abstract Strategy
220628,Memory
220628,Space Exploration
399115,Card Game
399115,Educational
399115,Travel
244505,Card Game
373621,Wargame
373621,World War II
172309,Card Game
12283,Civilization
12283,Economic
12283,Political
136558,Exploration
136558,Travel
1631,Adventure
1631,Fantasy
1631,Medieval
1631,Print & Play
1631,Wargame
342075,Action / Dexterity
342075,Medieval
748,Abstract Strategy
169275,Card Game
169275,Fantasy
169275,Fighting
169275,Video Game Theme
244820,Adventure
244820,Exploration
244820,Fighting
244820,Science Fiction
192351,Renaissance
347757,Adventure
347757,Fighting
347757,Miniatures
347757,Science Fiction
347757,Video Game Theme
230273,Card Game
230273,Fantasy
423689,Card Game
143994,Dice
143994,Mafia
126239,Abstract Strategy
126239,Fighting
126239,Humor
126239,Industry / Manufacturing
126239,Racing
259,Card Game
259,Nautical
259,Wargame
259,World War II
34010,Adventure
34010,Novel-based
34010,Travel
41762,Action / Dexterity
41762,Children's Game
284291,City Building
437214,Deduction
437214,Puzzle
437214,Real-time
278402,Sports
195237,Bluffing
195237,Card Game
195237,Deduction
195237,Party Game
195237,Political
169215,Economic
169215,Educational
169215,Environmental
169215,Political
169215,Print & Play
124590,Card Game
287732,Card Game
287732,Space Exploration
325020,Nautical
325020,Wargame
325020,World War II
360332,Comic Book / Strip
360332,Fantasy
360332,Miniatures
360332,Movies / TV / Radio theme
360332,Science Fiction
360332,Wargame
425765,Adventure
425765,Deduction
425765,Fantasy
425765,Humor
425765,Murder / Mystery
425765,Puzzle
55165,Action / Dexterity
55165,Racing
55165,Sports
69234,Wargame
69234,World War II
165748,Horror
165748,Mature / Adult
165748,Racing
231618,Adventure
231618,Card Game
231618,Dice
231618,Exploration
231618,Fantasy
231618,Fighting
231618,Puzzle
433386,Environmental
433386,Fantasy
99630,Card Game
99630,Economic
99630,Print & Play
99630,Transportation
387015,Card Game
6137,Animals
6137,Card Game
256297,Card Game
256297,Collectible Components
256297,Fighting
256297,Science Fiction
234900,Economic
234900,Farming
234900,Industry / Manufacturing
284825,City Building
284825,Dice
284825,Renaissance
147716,Humor
147716,Miniatures
147716,Science Fiction
147716,Wargame
165877,Card Game
31808,Card Game
31808,Fantasy
31808,Party Game
240957,Card Game
240957,Comic Book / Strip
182626,Card Game
182626,Fantasy
182626,Negotiation
182626,Novel-based
277672,Aviation / Flight
277672,Wargame
277672,World War II
181176,Card Game
181176,Dice
181176,Fantasy
181176,Medieval
262939,Exploration
262939,Science Fiction
262939,Space Exploration
28302,Abstract Strategy
140795,Card Game
432487,Card Game
208974,Wargame
208974,World War II
194553,Dice
194553,Farming
86177,Ancient
86177,Civilization
86177,Wargame
85000,Wargame
85000,World War II
342674,Ancient
342674,Economic
330973,Card Game
330973,Fantasy
42111,Card Game
42111,Science Fiction
136192,Adventure
136192,Dice
136192,Medieval
136192,Negotiation
158392,Bluffing
158392,Card Game
158392,Deduction
158392,Horror
158392,Party Game
386436,Animals
386436,Dice
425235,Adventure
425235,Deduction
425235,Puzzle
10642,Wargame
10642,World War II
297204,Trains
83629,Adventure
83629,Card Game
83629,Fantasy
83629,Novel-based
83629,Travel
253607,Economic
253607,Trains
253607,Transportation
30328,Action / Dexterity
30328,Children's Game
30328,Fantasy
30328,Fighting
30328,Medieval
30328,Wargame
224271,Action / Dexterity
224271,Card Game
224271,Party Game
94396,Wargame
94396,World War II
205079,Card Game
205079,Deduction
205079,Spies / Secret Agents
21779,Wargame
21779,World War I
333280,Card Game
25685,Adventure
25685,Age of Reason
25685,Nautical
25685,Pike and Shot
25685,Pirates
25685,Wargame
342019,Abstract Strategy
342019,Environmental
342019,Real-time
434870,Card Game
434870,Horror
434870,Nautical
434870,Print & Play
274405,Card Game
274405,Deduction
274405,Science Fiction
3083,Nautical
3083,Wargame
3083,World War II
4493,Action / Dexterity
4493,Children's Game
245214,Card Game
245214,Deduction
245214,Fantasy
245214,Maze
271264,Fantasy
351038,Economic
339532,Card Game
339532,Fighting
339532,Print & Play
339532,Science Fiction
363086,Adventure
363086,Fantasy
363086,Puzzle
6353,Wargame
6353,World War II
237792,Abstract Strategy
237792,Number
243993,Renaissance
449957,Dice
449957,Exploration
449957,Fantasy
449957,Mythology
6738,Adventure
6738,Bluffing
6738,Card Game
6738,Exploration
6738,Racing
266266,Deduction
266266,Murder / Mystery
266266,Party Game
266266,Puzzle
155496,Wargame
155496,World War II
230265,Adventure
230265,Card Game
230265,Exploration
230265,Fantasy
85108,Nautical
85108,Wargame
85108,World War II
418826,Horror
418826,Miniatures
429608,Card Game
429608,Game System
245994,Card Game
245994,Comic Book / Strip
245994,Environmental
245994,Science Fiction
447776,Card Game
447776,Dice
447776,Economic
447776,Industry / Manufacturing
342021,Action / Dexterity
342021,Children's Game
342021,Science Fiction
342021,Video Game Theme
452211,Trains
452211,Transportation
4974,Napoleonic
4974,Wargame
4475,
340899,Card Game
304333,Abstract Strategy
304333,Animals
304333,Humor
304333,Miniatures
234776,Nautical
134150,Action / Dexterity
134150,Party Game
134150,Sports
4984,Miniatures
4984,Nautical
4984,Wargame
4984,World War I
220203,Deduction
283871,Bluffing
283871,Card Game
283871,Deduction
283871,Napoleonic
283871,Spies / Secret Agents
415181,Adventure
415181,Dice
415181,Environmental
414351,Animals
414351,Card Game
414351,Music
222821,Racing
396749,Adventure
396749,Exploration
396749,Fantasy
396749,Maze
396749,Puzzle
396749,Real-time
217894,Exploration
217894,Fantasy
235944,Card Game
198110,Card Game
198110,Deduction
198110,Mythology
387849,Adventure
387849,Dice
387849,Exploration
387849,Science Fiction
232980,Card Game
232980,Children's Game
232980,Humor
232980,Memory
232980,Party Game
252657,Card Game
342277,Adventure
342277,Card Game
342277,Fantasy
342277,Horror
113,Card Game
147241,Card Game
147241,Dice
59429,Adventure
59429,Exploration
59429,Fighting
59429,Horror
59429,Miniatures
59429,Zombies
172969,Card Game
172969,Expansion for Base-game
172969,Fantasy
172969,Fighting
172969,Video Game Theme
325382,Mafia
165628,Party Game
160409,Card Game
160409,Deduction
267568,Dice
385833,Card Game
385833,Science Fiction
379363,Dice
379363,Fantasy
240465,Card Game
294112,Aviation / Flight
294112,Wargame
294112,World War I
213661,Card Game
213661,Economic
213661,Industry / Manufacturing
171261,Card Game
171261,Print & Play
301480,Action / Dexterity
301480,Real-time
301480,Sports
332393,Card Game
299179,American Civil War
299179,Civil War
299179,Post-Napoleonic
299179,Wargame
183420,Action / Dexterity
183420,Animals
183420,Dice
183420,Fighting
183420,Sports
26447,Age of Reason
26447,Wargame
347505,Novel-based
347505,Party Game
356907,Card Game
356907,Medieval
356907,Party Game
6209,Card Game
6209,Science Fiction
5767,Prehistoric
319604,Word Game
295147,Animals
295147,Card Game
298701,Card Game
298701,Deduction
298701,Murder / Mystery
298701,Puzzle
298701,Real-time
227110,Bluffing
227110,Card Game
227110,Fantasy
227110,Fighting
142063,Fighting
142063,Miniatures
142063,Science Fiction
142063,Wargame
339302,Animals
339302,Card Game
339302,Environmental
62853,Card Game
62853,Fighting
62853,Real-time
62853,Sports
437290,Card Game
437290,Fantasy
437290,Fighting
313129,Economic
313129,Trains
313129,Transportation
194,Card Game
194,City Building
194,Comic Book / Strip
194,Fantasy
364541,Fantasy
364541,Fighting
364541,Medieval
3495,Card Game
3495,Collectible Components
3495,Fantasy
3495,Fighting
3495,Novel-based
27658,Fantasy
27658,Fighting
27658,Miniatures
27658,Wargame
204599,Adventure
204599,Novel-based
204599,Racing
204599,Transportation
1644,Action / Dexterity
1644,Miniatures
1644,Movies / TV / Radio theme
1644,Sports
366488,Children's Game
366488,Trains
240529,Economic
240529,Print & Play
240529,Puzzle
198414,Card Game
198414,Fantasy
2800,American Civil War
2800,Civil War
2800,Nautical
2800,Post-Napoleonic
2800,Wargame
329204,Miniatures
329204,Wargame
329204,World War II
329204,Zombies
429130,Card Game
429130,Comic Book / Strip
429130,Fighting
429130,Movies / TV / Radio theme
1315,Exploration
322985,Adventure
322985,American West
322985,Exploration
322985,Fantasy
322985,Horror
322985,Miniatures
10989,Abstract Strategy
275463,American West
275463,Card Game
275463,Children's Game
275463,Exploration
286667,Abstract Strategy
286667,Ancient
400752,Card Game
400752,Children's Game
129976,Card Game
129976,Fantasy
129976,Medieval
129976,Movies / TV / Radio theme
129976,Novel-based
216865,Wargame
216865,World War II
163172,Napoleonic
163172,Wargame
232045,Action / Dexterity
232045,Children's Game
232045,Horror
232045,Maze
232045,Real-time
3534,Economic
3534,Science Fiction
331408,Card Game
331408,Mythology
2968,Card Game
2968,Economic
39232,Nautical
39232,Novel-based
39232,Science Fiction
39232,Wargame
403000,Bluffing
403000,Card Game
403000,Deduction
403000,Party Game
403000,Pirates
406591,Card Game
406591,Exploration
406591,Movies / TV / Radio theme
406591,Print & Play
406591,Zombies
182074,
4424,Card Game
4424,Party Game
4424,Real-time
4424,Trivia
4424,Word Game
161943,Card Game
160744,Science Fiction
5680,American Civil War
5680,Wargame
217466,Animals
217466,Mafia
217466,Territory Building
292490,Animals
292490,Fighting
252776,Card Game
252776,Humor
252776,Party Game
10527,Abstract Strategy
144566,Economic
144566,Trains
2579,Modern Warfare
2579,Wargame
22420,Miniatures
22420,Napoleonic
22420,Wargame
175254,Adventure
175254,Card Game
175254,Fantasy
175254,Horror
58624,Modern Warfare
58624,Vietnam War
58624,Wargame
126,Animals
126,Racing
126,Sports
280304,Party Game
280304,Real-time
162351,Horror
162351,Wargame
162351,World War II
88594,Abstract Strategy
192401,Card Game
192401,Fantasy
192401,Real-time
220784,Deduction
220784,Fantasy
37461,Card Game
37461,Humor
37461,Medieval
539,Racing
539,Trains
233502,Abstract Strategy
274363,Fantasy
8138,Economic
8138,Nautical
8138,Renaissance
157088,Economic
242343,Card Game
242343,Fantasy
13089,Card Game
13089,Humor
13089,Party Game
13089,Word Game
363481,Animals
363481,Card Game
195454,Abstract Strategy
195454,Animals
195454,Card Game
191387,Dice
191387,Movies / TV / Radio theme
191387,Print & Play
191387,Science Fiction
319899,Card Game
319899,Deduction
319899,Murder / Mystery
319899,Puzzle
5452,Wargame
5452,World War II
12897,Napoleonic
12897,Wargame
192619,Fantasy
192619,Industry / Manufacturing
225214,Mythology
225214,Puzzle
347601,City Building
347601,Economic
203405,Animals
203405,Card Game
203405,Deduction
203405,Political
174402,Miniatures
174402,Wargame
174402,World War II
298154,Card Game
298154,Economic
298154,Transportation
328687,Adventure
328687,American West
328687,Exploration
328687,Fighting
328687,Miniatures
287783,Wargame
287783,World War II
172613,Pirates
1602,Abstract Strategy
1602,Dice
291334,Pike and Shot
291334,Renaissance
291334,Wargame
291828,Fighting
291828,Miniatures
291828,Racing
291828,Science Fiction
291828,Sports
291828,Wargame
373544,Card Game
373544,Number
164158,Deduction
164158,Word Game
101929,Miniatures
101929,Wargame
101929,World War II
1783,Movies / TV / Radio theme
1783,Science Fiction
1783,Wargame
19419,Ancient
19419,Card Game
19419,Civilization
149910,Abstract Strategy
419291,Adventure
419291,Dice
419291,Exploration
315943,Adventure
315943,Spies / Secret Agents
315943,Travel
342209,Science Fiction
203321,Civil War
203321,Pike and Shot
203321,Wargame
123536,Card Game
123536,Fantasy
311822,Card Game
311822,Economic
311822,Fantasy
446492,Humor
446492,Political
218126,Deduction
218126,Negotiation
218126,Party Game
343990,Card Game
343990,Fantasy
343990,Humor
343990,Mature / Adult
343990,Party Game
343990,Print & Play
352201,Sports
262994,Ancient
262994,City Building
262994,Dice
262994,Fantasy
262994,Mythology
316857,Card Game
316857,Comic Book / Strip
316857,Farming
316857,Science Fiction
457587,Fantasy
457587,Fighting
457587,Miniatures
457587,Sports
135796,Modern Warfare
135796,Wargame
202942,Wargame
202942,World War II
428322,Card Game
428322,Puzzle
266564,Prehistoric
286171,Card Game
286171,Horror
286171,Mature / Adult
137900,Science Fiction
322283,Adventure
322283,Book
322283,Miniatures
322283,Science Fiction
322283,Wargame
361923,Exploration
361923,Horror
361923,Murder / Mystery
361923,Mythology
361923,Puzzle
67917,Bluffing
67917,Political
67917,Post-Napoleonic
126750,Animals
126750,Card Game
361918,Dice
361918,Miniatures
361918,Science Fiction
361918,Wargame
299838,Transportation
299838,Travel
189294,Adventure
189294,Dice
163097,Wargame
163097,World War II
294235,Card Game
294235,Deduction
294235,Murder / Mystery
114912,Economic
114912,Science Fiction
114912,Space Exploration
114912,Transportation
15878,Card Game
15878,Children's Game
421547,Card Game
421547,Children's Game
421547,Fantasy
421547,Movies / TV / Radio theme
359892,Party Game
359892,Trivia
534,Deduction
534,Transportation
162865,Bluffing
162865,Deduction
162865,Spies / Secret Agents
162865,World War I
226445,Card Game
216710,Aviation / Flight
216710,Card Game
216710,Miniatures
216710,Wargame
216710,World War II
282007,Card Game
282007,Deduction
282007,Horror
282007,Mature / Adult
282007,Murder / Mystery
282007,Puzzle
228412,Adventure
228412,Card Game
228412,Exploration
228412,Print & Play
228412,Science Fiction
157653,Wargame
157653,World War I
85424,Napoleonic
85424,Wargame
213670,Card Game
213670,Comic Book / Strip
213670,Fighting
269418,Dice
1894,Ancient
1894,Nautical
1894,Wargame
146228,Age of Reason
146228,Negotiation
146228,Wargame
9735,Card Game
9735,Fighting
9735,Sports
147451,Ancient
147451,Card Game
147451,Fighting
76203,Abstract Strategy
76203,Fantasy
358515,Card Game
358515,Movies / TV / Radio theme
35289,Economic
35289,Pike and Shot
35289,Territory Building
35289,Wargame
248075,Card Game
248075,Fantasy
248075,Fighting
248075,Humor
279900,Card Game
279900,Negotiation
279900,Science Fiction
239826,Animals
239826,Dice
23053,Farming
23053,Territory Building
114667,Educational
114667,Industry / Manufacturing
114667,Renaissance
84869,Exploration
84869,Medieval
84869,Mythology
84869,Territory Building
235342,Wargame
235342,World War II
1549,Movies / TV / Radio theme
1549,Party Game
1549,Word Game
437938,Party Game
165292,Wargame
165292,World War II
160432,Fantasy
347157,Animals
347157,Card Game
347157,Horror
347157,Science Fiction
347157,Zombies
144526,Card Game
144526,Fantasy
227995,Nautical
227995,Wargame
227995,World War I
346742,Card Game
346742,Print & Play
346742,Sports
191982,Word Game
145654,Card Game
145654,Fighting
145654,Horror
145654,Science Fiction
41833,Party Game
29875,Wargame
29875,World War II
136356,Bluffing
136356,Card Game
136356,Party Game
136356,Pirates
26946,Card Game
26946,Farming
26946,Negotiation
158534,Horror
158534,Renaissance
67593,Card Game
67593,Medieval
67593,Novel-based
267590,Political
267590,Spies / Secret Agents
430875,Abstract Strategy
430875,Animals
430875,Environmental
430875,Nautical
430875,Territory Building
97875,Adventure
97875,Dice
97875,Fighting
97875,Science Fiction
453584,Card Game
453584,Party Game
57,Economic
66982,Animals
282707,Economic
282707,Medieval
282707,Political
93541,City Building
108344,City Building
108344,Fantasy
108344,Fighting
108344,Video Game Theme
108344,Wargame
373284,Card Game
373284,Party Game
373284,Trivia
373284,Word Game
372967,Adventure
372967,American West
372967,Animals
372967,Educational
372967,Environmental
372967,Exploration
372967,Travel
326175,City Building
326175,Economic
326175,Industry / Manufacturing
326175,Transportation
271528,Animals
271528,Card Game
271528,Educational
368956,Video Game Theme
114261,Wargame
114261,World War II
184170,Abstract Strategy
184170,Dice
184170,Fantasy
293547,Adventure
293547,Fighting
293547,Movies / TV / Radio theme
293547,Science Fiction
293547,Video Game Theme
259830,Action / Dexterity
259830,Animals
259830,Children's Game
256964,Fantasy
256964,Fighting
256964,Horror
256964,Medieval
256964,Miniatures
17162,Animals
17162,Children's Game
17162,Deduction
17162,Memory
110102,Economic
110102,Industry / Manufacturing
38735,Environmental
38735,Exploration
38735,Novel-based
38735,Science Fiction
168770,Card Game
168770,Fantasy
168770,Fighting
285232,Bluffing
285232,Card Game
285232,Deduction
209166,Dice
209166,Economic
209166,Fantasy
209166,Mythology
284195,Card Game
284195,Deduction
284195,Murder / Mystery
200834,Card Game
200834,Educational
200834,Political
200834,Religious
460,Racing
460,Trains
323046,Wargame
323046,World War II
99437,Bluffing
99437,Deduction
99437,Fighting
99437,Humor
99437,Party Game
401217,Renaissance
246530,Card Game
359455,Medieval
359455,Wargame
383458,Card Game
383458,Party Game
383458,Word Game
298086,Fantasy
256438,Bluffing
256438,Card Game
164159,Transportation
164159,Travel
394960,Card Game
67178,Abstract Strategy
67178,Animals
67178,Bluffing
67178,Children's Game
67178,Racing
3321,Card Game
354866,Dice
354866,Fantasy
354866,Fighting
6191,Abstract Strategy
6191,Bluffing
349131,
7086,Age of Reason
7086,American Revolutionary War
7086,Wargame
387776,
110331,Humor
110331,Medical
110331,Party Game
207338,Action / Dexterity
207338,Card Game
207338,Fantasy
207338,Fighting
207338,Humor
207338,Real-time
264,Age of Reason
264,American Revolutionary War
264,Card Game
264,Napoleonic
264,Nautical
264,Wargame
144567,Fantasy
144567,Medieval
344408,Card Game
344408,Humor
344408,Racing
344408,Sports
161926,Card Game
161926,Deduction
161926,Memory
283641,Animals
4753,Medieval
225610,Wargame
225610,World War II
118385,Ancient
118385,Wargame
329432,Card Game
329432,Wargame
329432,World War II
872,Abstract Strategy
366800,Science Fiction
28907,Aviation / Flight
28907,Wargame
28907,World War II
418316,Miniatures
418316,Science Fiction
418316,Video Game Theme
3040,Aviation / Flight
3040,Movies / TV / Radio theme
3040,Science Fiction
3040,Wargame
895,Sports
125048,Children's Game
125048,Party Game
125048,Real-time
313269,Card Game
313269,Medieval
240843,Card Game
240843,Fantasy
240843,Medieval
23010,Territory Building
23010,Wargame
22864,Card Game
22864,Math
22864,Mythology
22864,Number
275530,Bluffing
275530,Card Game
275530,Deduction
275530,Party Game
275530,Political
329862,Puzzle
329862,Racing
147768,Card Game
1070,Children's Game
1070,Fantasy
1070,Party Game
257321,Science Fiction
95613,Animals
95613,Negotiation
95613,Prehistoric
129615,Racing
315138,Comic Book / Strip
315138,Fantasy
315138,Novel-based
33924,Aviation / Flight
33924,Wargame
33924,World War II
341779,Card Game
363614,Number
5369,Book
5369,Fantasy
5369,Miniatures
5369,Wargame
21358,Book
21358,Miniatures
21358,Science Fiction
21358,Wargame
338164,Adventure
338164,Comic Book / Strip
338164,Deduction
338164,Dice
338164,Exploration
338164,Fighting
338164,Miniatures
338164,Puzzle
338164,Science Fiction
421530,Renaissance
4401,Card Game
4401,Renaissance
367432,American Civil War
367432,Wargame
437273,Dice
82,American Civil War
82,Civil War
82,Wargame
311465,Bluffing
311465,Dice
276499,Animals
276499,Dice
361211,Card Game
318388,Medieval
318388,Religious
146,Economic
230361,Action / Dexterity
230361,Party Game
230361,Sports
426229,Puzzle
426229,Transportation
279,Abstract Strategy
279,Card Game
338353,Animals
338353,Bluffing
338353,Deduction
9139,Animals
9139,Arabian
9139,Racing
9139,Travel
406977,Adventure
406977,Dice
406977,Exploration
406977,Miniatures
406977,Science Fiction
346951,Animals
346951,Card Game
42997,Wargame
42997,World War II
148531,Dice
384136,Miniatures
384136,Movies / TV / Radio theme
384136,Science Fiction
384136,Wargame
432858,Abstract Strategy
295072,Wargame
295072,World War I
295931,Medieval
295931,Renaissance
295931,Wargame
192830,Card Game
192830,Fantasy
192830,Fighting
368109,Card Game
368109,Dice
23919,Economic
23919,Trains
23919,Transportation
338067,Fighting
338067,Miniatures
338067,Modern Warfare
338067,Spies / Secret Agents
338067,Video Game Theme
288775,Fantasy
288775,Puzzle
288775,Territory Building
1799,Card Game
1799,Collectible Components
1799,Fantasy
259345,Children's Game
259345,Dice
10206,Action / Dexterity
10206,Card Game
198985,Adventure
198985,Exploration
198985,Horror
198985,Miniatures
198985,Travel
198985,Zombies
119881,Civilization
119881,Economic
119881,Medieval
119881,Miniatures
119881,Negotiation
119881,Religious
119881,Wargame
379699,Exploration
379699,Fantasy
379699,Puzzle
3095,Adventure
3095,Movies / TV / Radio theme
3095,Science Fiction
3095,Wargame
10226,American Civil War
10226,Wargame
83325,Ancient
83325,Wargame
38391,Animals
38391,Card Game
38391,Humor
38391,Real-time
336851,Adventure
336851,Fantasy
115288,Card Game
115288,Comic Book / Strip
115288,Horror
115288,Video Game Theme
209664,Card Game
10496,Adventure
10496,Card Game
10496,Medieval
449974,Card Game
449974,Science Fiction
146548,Card Game
146548,Humor
146548,Party Game
416780,Card Game
416780,Humor
416780,Mature / Adult
941,Puzzle
941,Real-time
434356,Adventure
434356,Ancient
434356,Card Game
434356,Fantasy
434356,Humor
434356,Mythology
766,Nautical
766,Racing
766,Sports
39941,Adventure
39941,Card Game
39941,Napoleonic
39941,Wargame
382828,Party Game
382828,Word Game
1942,Card Game
283289,
380681,Fighting
380681,Miniatures
380681,Science Fiction
380681,Video Game Theme
380681,Wargame
639,Animals
639,Environmental
639,Prehistoric
117854,Racing
117854,Science Fiction
328859,Animals
328859,Card Game
365727,
173018,American West
173018,Card Game
173018,Fantasy
173018,Humor
173018,Science Fiction
24416,Pirates
24416,Puzzle
24416,Real-time
224141,Miniatures
224141,Science Fiction
224141,Sports
28284,Wargame
28284,World War II
370130,Card Game
206859,Economic
206859,Trains
37296,Dice
302876,Humor
302876,Party Game
180543,Card Game
180543,Fighting
120269,Racing
120269,Sports
316085,Card Game
316085,Print & Play
316085,Puzzle
347889,Humor
347889,Party Game
347889,Real-time
28452,Print & Play
28452,Wargame
28452,World War II
212580,Card Game
212580,Video Game Theme
320879,Trains
320879,Transportation
224149,Dice
224149,Print & Play
224149,Sports
432705,Card Game
432705,Educational
432705,Puzzle
10641,Wargame
10641,World War II
394691,Card Game
137651,Economic
137651,Industry / Manufacturing
363503,Adventure
363503,Card Game
363503,Fantasy
57759,Card Game
102144,Action / Dexterity
102144,Maze
164874,Card Game
164874,Wargame
164874,World War II
3613,Aviation / Flight
3613,Modern Warfare
3613,Wargame
148767,Children's Game
148767,Fantasy
403258,Card Game
403258,Children's Game
403258,Dice
403258,Fighting
9021,Adventure
9021,Ancient
9021,Exploration
9021,Mythology
296986,Card Game
296986,Deduction
296986,Murder / Mystery
322076,Trains
322076,Transportation
83197,Card Game
5455,Wargame
5455,World War II
1421,Book
1421,Fantasy
1421,Fighting
1421,Medieval
147021,Card Game
147021,Industry / Manufacturing
147021,Movies / TV / Radio theme
367206,Children's Game
367206,Deduction
367206,Horror
147305,Animals
147305,Bluffing
147305,Card Game
147305,Dice
337853,Dice
337853,Fantasy
337853,Miniatures
337853,Mythology
337853,Religious
337853,Wargame
244171,Book
244171,Comic Book / Strip
244171,Murder / Mystery
244171,Novel-based
111173,Card Game
331652,Maze
68260,Wargame
68260,World War II
216640,Card Game
174298,Napoleonic
174298,Wargame
38877,Wargame
38877,World War II
1536,Card Game
1536,Zombies
283137,Bluffing
283137,Deduction
283137,Science Fiction
283137,Spies / Secret Agents
132817,Ancient
132817,Card Game
132817,Economic
132817,Industry / Manufacturing
204470,Adventure
204470,Fantasy
279497,Adventure
279497,Animals
279497,Exploration
279497,Fantasy
279497,Fighting
35423,Educational
35423,Napoleonic
35423,Negotiation
35423,Political
35423,Post-Napoleonic
35423,Print & Play
424980,Dice
424980,Travel
393,Adventure
393,Animals
393,Novel-based
393,Prehistoric
393,Science Fiction
2379,Card Game
2379,Party Game
2379,Word Game
121423,City Building
121423,Dice
4318,Economic
4318,Movies / TV / Radio theme
22161,Wargame
22161,World War II
163027,Science Fiction
163027,Travel
5511,Modern Warfare
5511,Wargame
11274,Medieval
11274,Wargame
429423,Travel
414349,Music
142262,Card Game
142262,Fantasy
192334,Nautical
277131,Prehistoric
292900,City Building
182619,Economic
182619,Exploration
182619,Science Fiction
182619,Video Game Theme
232134,Adventure
232134,Animals
232134,Fantasy
232134,Miniatures
204879,Economic
204879,Science Fiction
332606,Deduction
332606,Murder / Mystery
197333,Fighting
197333,Miniatures
197333,Science Fiction
197333,Wargame
126613,Fighting
126613,Miniatures
126613,Science Fiction
283634,Economic
283634,Miniatures
283634,Science Fiction
283634,Spies / Secret Agents
126912,Bluffing
126912,Deduction
164237,Ancient
164237,Mythology
164237,Nautical
438417,Card Game
438417,Environmental
438417,Science Fiction
130592,Bluffing
130592,Deduction
130592,Murder / Mystery
1693,Ancient
1693,Economic
1693,Fighting
1693,Wargame
166776,Fantasy
166776,Fighting
166776,Miniatures
166776,Nautical
166776,Pirates
361875,Medieval
450619,Party Game
450619,Word Game
369341,Dice
369341,Science Fiction
369341,Space Exploration
230590,Economic
230590,Negotiation
151835,Card Game
2154,Aviation / Flight
2154,Modern Warfare
2154,Wargame
356996,Dice
40432,Abstract Strategy
40432,Bluffing
40432,Deduction
40432,Fantasy
40432,Fighting
40432,Memory
436046,Deduction
436046,Party Game
436046,Word Game
923,Card Game
923,Racing
923,Sports
251726,Educational
251726,Number
251726,Party Game
251726,Print & Play
251726,Trivia
13286,Ancient
13286,City Building
192735,Card Game
4453,Card Game
4453,Sports
36325,Aviation / Flight
36325,Card Game
36325,Wargame
36325,World War II
329534,Spies / Secret Agents
329534,Wargame
329534,World War II
369154,Aviation / Flight
369154,Wargame
369154,World War I
165477,Fantasy
130295,Adventure
130295,Fantasy
428638,Bluffing
428638,Deduction
151,Action / Dexterity
151,Pirates
43320,Adventure
43320,Exploration
43320,Fantasy
43320,Fighting
43320,Medieval
265684,Party Game
210052,Maze
210052,Racing
210052,Science Fiction
210052,Video Game Theme
439685,Fantasy
439685,Medieval
439685,Mythology
439685,Territory Building
297531,Spies / Secret Agents
42444,Fantasy
42444,Fighting
264321,Fantasy
264321,Zombies
391549,City Building
391549,Civilization
273657,Memory
273657,Party Game
209951,Wargame
209951,World War II
286145,Card Game
286145,Territory Building
3093,Animals
3093,Children's Game
40761,Transportation
218933,Adventure
218933,Dice
218933,Exploration
218933,Fantasy
218933,Fighting
218933,Miniatures
154600,American West
154600,Dice
447254,Abstract Strategy
447254,Mythology
408828,Card Game
408828,Print & Play
408828,Territory Building
308305,Economic
308305,Trains
308305,Transportation
38553,Space Exploration
38553,Transportation
150005,Wargame
150005,World War II
405994,Political
405994,Wargame
950,Card Game
950,Deduction
411543,Dice
274432,Abstract Strategy
381827,Farming
381827,Puzzle
4008,Wargame
4008,World War II
63027,Aviation / Flight
63027,Miniatures
63027,Science Fiction
